time,x_rel,y_rel,z_rel
11.28,0.7900721,-0.2234573,-0.3713278
11.3,0.7900719,-0.2234572,-0.3713277
11.32,0.7900717,-0.2234573,-0.3713279
11.34,0.7900715,-0.2234572,-0.3713279
11.36,0.7900723,-0.2234573,-0.3713278
11.38,0.7900721,-0.2234574,-0.3713278
11.4,0.7900721,-0.2234571,-0.3713276
11.42,0.7900723,-0.2234575,-0.3713276
11.44,0.7900723,-0.2234571,-0.3713275
11.46,0.7900721,-0.2234574,-0.371327
11.48,0.7900721,-0.2234575,-0.3713267
11.5,0.7900721,-0.223458,-0.3713268
11.52,0.7900726,-0.2234575,-0.3713264
11.54,0.790072,-0.2234573,-0.3713265
11.56,0.7900727,-0.2234578,-0.3713264
11.58,0.7900723,-0.2234573,-0.3713262
11.6,0.7900723,-0.2234576,-0.3713263
11.62,0.7900723,-0.2234576,-0.371326
11.64,0.7900724,-0.2234571,-0.3713262
11.66,0.7900729,-0.2234574,-0.3713263
11.68,0.7900724,-0.2234571,-0.3713263
11.7,0.7900723,-0.223457,-0.3713263
11.72,0.7900726,-0.2234576,-0.3713264
11.74,0.7900726,-0.2234571,-0.3713262
11.76,0.7900718,-0.2234576,-0.3713264
11.78,0.7900726,-0.2234573,-0.3713268
11.8,0.7900725,-0.2234573,-0.3713264
11.82,0.7900723,-0.2234579,-0.3713267
11.84,0.7900723,-0.2234574,-0.3713265
11.86,0.7900721,-0.2234573,-0.371327
11.88,0.7900728,-0.2234573,-0.3713269
11.9,0.7900723,-0.2234572,-0.3713267
11.92,0.7900723,-0.2234572,-0.371327
11.94,0.7900728,-0.2234575,-0.3713269
11.96,0.7900721,-0.2234577,-0.3713269
11.98,0.7900725,-0.2234574,-0.3713272
12,0.7900727,-0.2234571,-0.3713268
12.02,0.7900723,-0.2234574,-0.3713268
12.04,0.7900726,-0.2234569,-0.3713268
12.06,0.7900726,-0.2234577,-0.3713268
12.08,0.7900726,-0.223457,-0.371327
12.1,0.7900726,-0.2234574,-0.3713266
12.12,0.7900726,-0.2234574,-0.3713266
12.14,0.7900721,-0.2234575,-0.3713266
12.16,0.7900726,-0.2234575,-0.3713266
12.18,0.7900726,-0.2234575,-0.3713263
12.2,0.7900726,-0.2234574,-0.3713264
12.22,0.7900726,-0.2234574,-0.3713267
12.24,0.7900724,-0.2234579,-0.3713264
12.26,0.7900731,-0.2234575,-0.3713264
12.28,0.7900729,-0.2234577,-0.3713266
12.3,0.7900724,-0.2234577,-0.3713264
12.32,0.7900729,-0.2234576,-0.3713262
12.34,0.7900723,-0.2234576,-0.3713265
12.36,0.7900732,-0.2234575,-0.3713268
12.38,0.7900728,-0.2234576,-0.3713265
12.4,0.7900726,-0.2234573,-0.3713264
12.42,0.7900726,-0.2234572,-0.3713264
12.44,0.7900728,-0.2234574,-0.3713265
12.46,0.7900726,-0.2234572,-0.3713267
12.48,0.790073,-0.2234571,-0.3713266
12.5,0.7900723,-0.2234573,-0.3713267
12.52,0.7900724,-0.2234574,-0.3713267
12.54,0.7900727,-0.2234574,-0.3713267
12.56,0.7900725,-0.2234575,-0.3713265
12.58,0.7900725,-0.2234575,-0.3713267
12.6,0.7900725,-0.2234574,-0.3713264
12.62,0.7900726,-0.2234573,-0.3713268
12.64,0.7900726,-0.2234572,-0.3713269
12.66,0.7900728,-0.2234573,-0.3713263
12.68,0.7900726,-0.2234572,-0.3713266
12.7,0.7900725,-0.2234572,-0.3713269
12.72,0.7900725,-0.2234573,-0.3713266
12.74,0.7900723,-0.2234574,-0.3713267
12.76,0.7900724,-0.2234573,-0.3713265
12.78,0.7900727,-0.2234576,-0.3713267
12.8,0.7900727,-0.2234573,-0.3713265
12.82,0.7900725,-0.2234573,-0.3713265
12.84,0.7900727,-0.2234573,-0.3713264
12.86,0.7900726,-0.2234574,-0.3713267
12.88,0.7900728,-0.2234571,-0.3713267
12.9,0.7900723,-0.2234572,-0.3713267
12.92,0.7900726,-0.2234573,-0.3713267
12.94,0.7900726,-0.2234573,-0.3713267
12.96,0.7900726,-0.2234573,-0.3713264
12.98,0.7900726,-0.2234578,-0.3713264
13,0.790073,-0.2234571,-0.3713265
13.02,0.7900726,-0.2234574,-0.3713266
13.04,0.7900726,-0.2234573,-0.3713264
13.06,0.7900728,-0.2234573,-0.3713266
13.08,0.7900726,-0.2234572,-0.3713267
13.1,0.7900726,-0.2234575,-0.3713264
13.12,0.7900728,-0.2234572,-0.3713264
13.14,0.7900731,-0.2234573,-0.3713264
13.16,0.7900721,-0.2234575,-0.3713264
13.18,0.7900729,-0.2234572,-0.3713267
13.2,0.7900726,-0.2234578,-0.3713266
13.22,0.7900731,-0.2234572,-0.3713267
13.24,0.7900726,-0.2234572,-0.3713264
13.26,0.7900726,-0.2234573,-0.3713267
13.27999,0.7900726,-0.2234577,-0.3713266
13.3,0.7900728,-0.2234571,-0.3713268
13.31999,0.7900723,-0.2234573,-0.3713264
13.34,0.7900725,-0.2234573,-0.3713268
13.35999,0.790073,-0.2234574,-0.3713267
13.38,0.7900725,-0.2234574,-0.3713266
13.39999,0.7900726,-0.2234574,-0.3713269
13.42,0.7900728,-0.2234574,-0.3713263
13.43999,0.7900726,-0.2234575,-0.3713267
13.46,0.7900731,-0.2234574,-0.3713263
13.47999,0.7900726,-0.2234574,-0.3713264
13.5,0.7900726,-0.2234574,-0.3713264
13.51999,0.7900732,-0.2234574,-0.3713266
13.54,0.7900727,-0.2234572,-0.3713266
13.56,0.7900727,-0.2234572,-0.3713267
13.58,0.7900729,-0.2234572,-0.3713265
13.6,0.7900727,-0.2234577,-0.3713264
13.62,0.7900726,-0.2234574,-0.3713265
13.64,0.7900731,-0.2234575,-0.3713267
13.66,0.7900731,-0.2234578,-0.3713264
13.68,0.7900727,-0.2234574,-0.3713264
13.7,0.7900729,-0.2234573,-0.3713264
13.72,0.7900732,-0.2234576,-0.3713267
13.74,0.7900724,-0.223457,-0.3713264
13.76,0.7900724,-0.2234572,-0.3713267
13.77999,0.7900732,-0.2234572,-0.3713264
13.8,0.7900724,-0.2234577,-0.3713266
13.81999,0.7900731,-0.2234574,-0.3713263
13.84,0.7900726,-0.2234573,-0.3713262
13.85999,0.7900729,-0.2234572,-0.3713265
13.88,0.7900724,-0.2234577,-0.3713267
13.89999,0.7900731,-0.2234574,-0.3713265
13.92,0.7900726,-0.2234574,-0.3713265
13.93999,0.7900729,-0.2234573,-0.3713265
13.96,0.7900727,-0.2234572,-0.3713267
13.97999,0.7900727,-0.2234573,-0.3713264
14,0.7900732,-0.2234572,-0.3713263
14.01999,0.7900724,-0.2234577,-0.3713265
14.04,0.7900727,-0.2234573,-0.3713265
14.05999,0.7900726,-0.2234573,-0.3713267
14.08,0.7900726,-0.2234575,-0.3713266
14.09999,0.7900729,-0.2234574,-0.3713266
14.12,0.7900728,-0.2234573,-0.3713264
14.13999,0.7900726,-0.2234578,-0.3713268
14.16,0.7900726,-0.2234568,-0.3713268
14.17999,0.7900729,-0.2234578,-0.3713266
14.2,0.7900727,-0.2234573,-0.3713265
14.21999,0.7900729,-0.2234572,-0.3713264
14.24,0.7900729,-0.2234573,-0.3713266
14.25999,0.7900727,-0.2234573,-0.3713266
14.27999,0.7900729,-0.2234572,-0.3713264
14.29999,0.7900727,-0.2234572,-0.3713265
14.31999,0.7900729,-0.2234572,-0.3713265
14.34,0.7900727,-0.2234572,-0.3713264
14.35999,0.7900727,-0.2234571,-0.3713268
14.38,0.7900729,-0.2234572,-0.3713265
14.39999,0.7900727,-0.2234577,-0.3713265
14.42,0.7900726,-0.2234573,-0.3713264
14.43999,0.7900726,-0.2234572,-0.3713268
14.46,0.7900729,-0.2234573,-0.3713263
14.47999,0.7900729,-0.2234572,-0.3713264
14.5,0.7900727,-0.2234577,-0.3713264
14.51999,0.7900727,-0.2234573,-0.3713266
14.54,0.7900727,-0.2234574,-0.3713262
14.55999,0.7900727,-0.2234574,-0.3713266
14.58,0.7900727,-0.2234573,-0.3713266
14.59999,0.7900729,-0.2234574,-0.3713265
14.62,0.7900727,-0.2234573,-0.3713264
14.63999,0.7900732,-0.2234578,-0.3713264
14.66,0.7900724,-0.2234573,-0.3713263
14.67999,0.7900727,-0.2234573,-0.3713264
14.7,0.7900729,-0.2234573,-0.3713264
14.71999,0.7900727,-0.2234573,-0.3713264
14.74,0.7900729,-0.2234575,-0.3713266
14.75999,0.7900729,-0.2234573,-0.3713264
14.77999,0.7900729,-0.2234582,-0.3713266
14.79999,0.7900726,-0.2234576,-0.3713265
14.81999,0.790073,-0.2234578,-0.3713265
14.83999,0.7900727,-0.2234572,-0.3713261
14.85999,0.7900725,-0.2234574,-0.3713267
14.87999,0.7900727,-0.2234576,-0.3713266
14.89999,0.7900732,-0.2234576,-0.3713265
14.91999,0.7900725,-0.2234577,-0.3713267
14.93999,0.7900726,-0.2234574,-0.3713265
14.95999,0.7900733,-0.2234577,-0.3713267
14.97999,0.7900726,-0.2234575,-0.3713264
14.99999,0.7900727,-0.2234574,-0.3713263
15.01999,0.7900727,-0.2234573,-0.3713266
15.03999,0.7900729,-0.2234572,-0.3713264
15.05999,0.7900732,-0.2234576,-0.3713264
15.07999,0.7900727,-0.2234573,-0.3713266
15.09999,0.7900724,-0.2234572,-0.3713266
15.12,0.7900724,-0.2234572,-0.3713265
15.13999,0.7900729,-0.2234577,-0.3713264
15.16,0.7900727,-0.2234573,-0.3713263
15.17999,0.7900727,-0.2234573,-0.3713265
15.2,0.7900727,-0.2234573,-0.3713263
15.21999,0.7900727,-0.2234574,-0.3713265
15.24,0.7900727,-0.2234574,-0.3713264
15.25999,0.7900727,-0.2234574,-0.3713264
15.27999,0.7900728,-0.2234572,-0.3713263
15.29999,0.7900727,-0.2234577,-0.3713262
15.31999,0.7900727,-0.2234572,-0.3713265
15.33999,0.7900727,-0.2234571,-0.3713267
15.35999,0.7900727,-0.2234574,-0.3713267
15.37999,0.7900727,-0.2234573,-0.3713264
15.39999,0.7900727,-0.2234574,-0.3713266
15.41999,0.7900726,-0.2234574,-0.3713264
15.43999,0.7900729,-0.2234574,-0.3713265
15.45999,0.7900724,-0.2234573,-0.3713265
15.47999,0.7900729,-0.2234573,-0.3713265
15.49999,0.7900731,-0.2234575,-0.3713264
15.51999,0.7900724,-0.2234574,-0.3713264
15.53999,0.7900729,-0.2234574,-0.3713267
15.55999,0.7900727,-0.2234575,-0.3713265
15.57999,0.7900727,-0.2234574,-0.3713266
15.59999,0.7900727,-0.2234574,-0.3713266
15.61999,0.7900724,-0.2234573,-0.3713264
15.63999,0.7900731,-0.2234572,-0.3713264
15.65999,0.7900726,-0.2234572,-0.3713265
15.67999,0.7900727,-0.2234573,-0.3713265
15.69999,0.7900729,-0.2234573,-0.3713263
15.71999,0.7900727,-0.2234572,-0.3713262
15.73999,0.7900724,-0.2234573,-0.3713265
15.75999,0.7900727,-0.2234572,-0.3713266
15.77999,0.7900724,-0.2234573,-0.3713267
15.79999,0.7900729,-0.2234572,-0.3713267
15.81999,0.7900727,-0.2234573,-0.3713266
15.83999,0.7900732,-0.2234572,-0.3713265
15.85999,0.7900727,-0.2234572,-0.3713264
15.87999,0.7900727,-0.2234572,-0.3713266
15.89999,0.7900727,-0.2234572,-0.3713263
15.91999,0.7900727,-0.2234572,-0.3713267
15.93999,0.7900729,-0.2234575,-0.3713264
15.95999,0.7900726,-0.2234573,-0.3713265
15.97999,0.7900731,-0.2234573,-0.3713263
15.99999,0.7900724,-0.2234572,-0.3713264
16.01999,0.7900732,-0.2234572,-0.3713266
16.04,0.7900729,-0.2234573,-0.3713266
16.05999,0.7900727,-0.2234574,-0.3713267
16.07999,0.7900727,-0.2234573,-0.3713267
16.09999,0.7900727,-0.2234573,-0.3713264
16.12,0.7900725,-0.2234573,-0.3713263
16.13999,0.7900727,-0.2234573,-0.3713265
16.15999,0.7900727,-0.2234573,-0.3713266
16.17999,0.7900734,-0.2234574,-0.3713264
16.2,0.7900723,-0.2234572,-0.3713263
16.21999,0.790073,-0.2234574,-0.3713266
16.23999,0.7900729,-0.2234574,-0.3713264
16.25999,0.7900724,-0.2234575,-0.3713264
16.27999,0.7900726,-0.2234574,-0.3713267
16.29999,0.7900729,-0.2234574,-0.3713266
16.31999,0.7900726,-0.2234574,-0.3713266
16.33999,0.7899815,-0.2235655,-0.3700708
16.35999,0.7899506,-0.2235242,-0.370126
16.37999,0.7899312,-0.2235437,-0.3701729
16.39999,0.78992,-0.2235511,-0.3702149
16.41999,0.7899166,-0.2235406,-0.3702541
16.43999,0.7899137,-0.2235191,-0.3702899
16.45999,0.7899126,-0.2234946,-0.3703216
16.47999,0.7899093,-0.2234726,-0.3703487
16.49999,0.7899047,-0.2234571,-0.3703707
16.51999,0.7899012,-0.2234494,-0.3703877
16.53999,0.7898962,-0.2234473,-0.3703985
16.55999,0.7898945,-0.2234493,-0.370405
16.57999,0.7898931,-0.2234534,-0.3704063
16.59999,0.7898941,-0.2234583,-0.3704043
16.61999,0.7898958,-0.2234617,-0.3703991
16.63999,0.7898981,-0.2234639,-0.3703924
16.65999,0.7899001,-0.223465,-0.3703837
16.67999,0.7899027,-0.2234632,-0.3703745
16.69999,0.7899036,-0.223462,-0.3703654
16.71999,0.7899034,-0.2234586,-0.3703564
16.73999,0.7899033,-0.2234556,-0.3703478
16.75999,0.7899017,-0.2234532,-0.3703398
16.77999,0.7899001,-0.2234506,-0.3703327
16.79999,0.7898988,-0.2234483,-0.370326
16.81999,0.7898973,-0.2234473,-0.3703201
16.83999,0.7898958,-0.2234471,-0.3703148
16.85999,0.7898954,-0.2234473,-0.3703106
16.87999,0.7898952,-0.2234474,-0.3703067
16.89999,0.7898957,-0.2234488,-0.3703042
16.91999,0.7898964,-0.2234498,-0.3703023
16.93999,0.7898974,-0.2234511,-0.3703014
16.95999,0.789898,-0.2234531,-0.3703018
16.97999,0.7898985,-0.2234541,-0.3703026
16.99999,0.7898993,-0.2234549,-0.3703044
17.01999,0.7898992,-0.2234558,-0.3703073
17.03999,0.7898993,-0.2234559,-0.3703111
17.05999,0.7898983,-0.2234574,-0.370315
17.07999,0.7898979,-0.2234577,-0.3703193
17.09999,0.7898966,-0.2234573,-0.3703242
17.11999,0.7898958,-0.2234564,-0.3703284
17.13999,0.7898943,-0.2234569,-0.3703329
17.15999,0.7898934,-0.2234571,-0.3703371
17.17999,0.789892,-0.2234567,-0.3703406
17.19999,0.7898907,-0.2234561,-0.3703434
17.21999,0.7898899,-0.2234555,-0.3703457
17.23999,0.7898889,-0.2234559,-0.3703471
17.25999,0.7898884,-0.2234545,-0.3703487
17.27999,0.7898875,-0.2234542,-0.3703489
17.29999,0.7898874,-0.2234542,-0.3703487
17.31999,0.789887,-0.2234543,-0.370348
17.33999,0.7898876,-0.223454,-0.3703466
17.35999,0.7898863,-0.2234537,-0.3703451
17.37999,0.7898875,-0.2234542,-0.3703435
17.39999,0.7898871,-0.2234548,-0.3703413
17.41999,0.7898871,-0.223454,-0.3703395
17.43999,0.7898874,-0.2234542,-0.3703371
17.45999,0.7898871,-0.2234552,-0.3703348
17.47999,0.7898874,-0.2234549,-0.370333
17.49999,0.7898878,-0.2234547,-0.3703313
17.51999,0.789888,-0.2234545,-0.3703298
17.53999,0.7898877,-0.2234549,-0.3703285
17.55999,0.7898872,-0.2234546,-0.3703279
17.57999,0.7898881,-0.2234554,-0.3703275
17.59999,0.7898875,-0.223455,-0.370327
17.61999,0.789887,-0.2234549,-0.3703273
17.63999,0.7898866,-0.2234552,-0.3703276
17.65999,0.7898864,-0.2234544,-0.3703282
17.67999,0.7898859,-0.2234547,-0.3703291
17.69999,0.7898858,-0.2234547,-0.3703302
17.71999,0.7898852,-0.2234544,-0.3703312
17.73999,0.7898853,-0.2234546,-0.3703325
17.75999,0.7898842,-0.2234549,-0.3703339
17.77999,0.7898845,-0.2234547,-0.370335
17.79999,0.7898842,-0.2234547,-0.3703364
17.81999,0.7898836,-0.2234544,-0.3703373
17.83999,0.7898834,-0.2234548,-0.3703386
17.85999,0.789883,-0.2234543,-0.3703394
17.87999,0.7898826,-0.2234548,-0.3703403
17.89999,0.7898829,-0.2234548,-0.3703407
17.91999,0.7898827,-0.223455,-0.3703409
17.93999,0.7898825,-0.223455,-0.3703412
17.95999,0.7898822,-0.223455,-0.3703411
17.97999,0.789882,-0.2234544,-0.3703411
17.99999,0.7898816,-0.2234549,-0.3703407
18.01999,0.7898823,-0.2234548,-0.3703402
18.03999,0.7898816,-0.2234552,-0.3703398
18.05999,0.7898819,-0.2234546,-0.3703392
18.07999,0.7898816,-0.2234549,-0.3703387
18.09999,0.7898819,-0.2234549,-0.370338
18.11999,0.7898816,-0.2234551,-0.3703372
18.13999,0.7898816,-0.2234551,-0.3703368
18.15999,0.7898813,-0.2234551,-0.3703363
18.17999,0.7898816,-0.223455,-0.370336
18.19999,0.7898813,-0.2234546,-0.3703356
18.21999,0.7898808,-0.2234546,-0.3703353
18.23999,0.7898806,-0.2234547,-0.3703353
18.25999,0.7898812,-0.2234548,-0.3703353
18.27999,0.7898807,-0.2234546,-0.3703353
18.29999,0.7898811,-0.2234544,-0.3703356
18.31999,0.7898803,-0.2234548,-0.3703358
18.33999,0.7898806,-0.2234548,-0.3703362
18.35999,0.7898802,-0.2234732,-0.3703227
18.37999,0.7898793,-0.2235541,-0.3702714
18.39999,0.7898832,-0.2237018,-0.3701834
18.41999,0.7898864,-0.2238915,-0.3700939
18.43999,0.7898876,-0.2241139,-0.3700236
18.45999,0.7898835,-0.2243733,-0.3699758
18.47999,0.7898732,-0.2246703,-0.3699499
18.49999,0.7898486,-0.225039,-0.3699374
18.51999,0.7898093,-0.2254648,-0.3699414
18.53999,0.7897645,-0.2259206,-0.3699598
18.55999,0.7897133,-0.2263884,-0.3699847
18.57999,0.78966,-0.2268485,-0.3700116
18.59999,0.7895932,-0.2273257,-0.3700349
18.61999,0.7895148,-0.2277988,-0.3700563
18.63999,0.7894264,-0.2282486,-0.3700777
18.65999,0.7893278,-0.2286675,-0.3700968
18.67999,0.7892199,-0.2290441,-0.3701105
18.69999,0.7890893,-0.229421,-0.3701193
18.71999,0.7889374,-0.2297906,-0.3701227
18.73999,0.788767,-0.2301419,-0.370127
18.75999,0.7885821,-0.2304685,-0.3701307
18.77999,0.7883857,-0.2307707,-0.3701313
18.79999,0.7881632,-0.2311028,-0.3701312
18.81999,0.7879232,-0.2314436,-0.3701252
18.83999,0.7876704,-0.2317853,-0.3701223
18.85999,0.787406,-0.2321284,-0.3701214
18.87999,0.7871267,-0.2324938,-0.370122
18.89999,0.7868387,-0.2328677,-0.370119
18.91999,0.7865484,-0.2332373,-0.3701161
18.93999,0.7862595,-0.233599,-0.3701129
18.95999,0.7859775,-0.2339431,-0.3701047
18.97999,0.7857056,-0.2342689,-0.3700916
18.99999,0.7854261,-0.2346163,-0.3700791
19.01999,0.7851417,-0.2349683,-0.3700594
19.03999,0.7848523,-0.2353154,-0.3700454
19.05999,0.7845592,-0.2356542,-0.3700367
19.07999,0.7842476,-0.2360093,-0.3700381
19.09999,0.783922,-0.2363727,-0.3700417
19.11999,0.7835869,-0.2367231,-0.3700512
19.13999,0.7832434,-0.2370617,-0.3700699
19.15999,0.7828992,-0.2373835,-0.3700913
19.17999,0.7825577,-0.2376842,-0.3701122
19.19999,0.7821987,-0.2380077,-0.3701413
19.21999,0.7818304,-0.2383307,-0.3701627
19.23999,0.78145,-0.2386496,-0.3701922
19.25999,0.7810616,-0.2389623,-0.3702267
19.27999,0.7806509,-0.2392945,-0.3702704
19.29999,0.7802256,-0.239627,-0.3703117
19.31999,0.7797893,-0.2399536,-0.3703578
19.33999,0.7793495,-0.2402656,-0.3704059
19.35999,0.7789103,-0.240564,-0.3704522
19.37999,0.7784816,-0.2408431,-0.3704916
19.39999,0.7780381,-0.2411474,-0.3705337
19.41999,0.7775851,-0.2414512,-0.3705635
19.43999,0.7771243,-0.2417516,-0.3705957
19.45999,0.7766646,-0.2420332,-0.3706272
19.47999,0.776184,-0.2423368,-0.3706659
19.49999,0.7756914,-0.2426386,-0.3706966
19.51999,0.775188,-0.2429348,-0.3707293
19.53999,0.7746794,-0.2432193,-0.3707625
19.55999,0.7741746,-0.2434869,-0.3707929
19.57999,0.7736515,-0.2437733,-0.3708254
19.59999,0.7731218,-0.2440552,-0.3708488
19.61999,0.7725844,-0.2443263,-0.370873
19.63999,0.772044,-0.2445885,-0.3708973
19.65999,0.7715106,-0.2448306,-0.3709172
19.67999,0.7709629,-0.245091,-0.3709393
19.69999,0.7704055,-0.2453472,-0.3709537
19.71999,0.7698416,-0.2455962,-0.3709702
19.73999,0.7692764,-0.2458339,-0.3709872
19.75999,0.7687141,-0.2460602,-0.3710014
19.77999,0.7681636,-0.2462683,-0.3710107
19.79999,0.7675952,-0.2465054,-0.3710216
19.81999,0.7670155,-0.2467393,-0.3710275
19.83999,0.7664245,-0.24697,-0.3710397
19.85999,0.7658319,-0.2471835,-0.3710557
19.87999,0.7652113,-0.2474249,-0.3710778
19.89999,0.764576,-0.2476595,-0.3711007
19.91999,0.7639266,-0.2478858,-0.3711305
19.93999,0.7632743,-0.2480997,-0.3711633
19.95999,0.7626313,-0.2482966,-0.3711949
19.97999,0.7619719,-0.2485105,-0.371225
19.99999,0.7613112,-0.2487155,-0.3712532
20.01999,0.7606442,-0.2489033,-0.371245
20.03999,0.7599901,-0.2490829,-0.3712747
20.05999,0.7593493,-0.2492477,-0.3713023
20.07999,0.7586942,-0.2494346,-0.3713264
20.09999,0.7580303,-0.2496173,-0.3713531
20.11999,0.7573591,-0.2497914,-0.3713857
20.13999,0.7566881,-0.2499555,-0.3714215
20.15999,0.7560279,-0.2501055,-0.3714564
20.17999,0.7553489,-0.250276,-0.3714881
20.19999,0.7546589,-0.2504436,-0.3715262
20.21999,0.7539622,-0.2506012,-0.3715696
20.23999,0.7532672,-0.2507463,-0.3716147
20.25999,0.7525874,-0.250878,-0.3716549
20.27999,0.7518891,-0.251031,-0.3716871
20.29999,0.7511783,-0.2511795,-0.3717261
20.31999,0.7504578,-0.2513189,-0.3717699
20.33999,0.749737,-0.2514459,-0.3718161
20.35999,0.7490246,-0.2515589,-0.3718598
20.37999,0.7483246,-0.2516621,-0.3718972
20.39999,0.7476144,-0.2517813,-0.3719232
20.41999,0.7468962,-0.2518941,-0.3719575
20.43999,0.7461787,-0.2519945,-0.3719951
20.45999,0.7454644,-0.2520879,-0.3720293
20.47999,0.7447272,-0.2521978,-0.3720549
20.49999,0.7439777,-0.2522991,-0.3720944
20.51999,0.7432134,-0.2523949,-0.3721372
20.53999,0.7424523,-0.2524747,-0.3721844
20.55999,0.7417007,-0.2525438,-0.3722252
20.57999,0.7409705,-0.2525998,-0.372261
20.59999,0.7402288,-0.252673,-0.3722771
20.61999,0.7394869,-0.2527405,-0.3723072
20.63999,0.7387438,-0.2527985,-0.3723373
20.65999,0.7380133,-0.2528467,-0.3723649
20.67999,0.7372543,-0.2529116,-0.3723747
20.69999,0.7364797,-0.2529729,-0.3724055
20.71999,0.7356994,-0.2530161,-0.3724487
20.73999,0.7349226,-0.253046,-0.3724889
20.75999,0.7341597,-0.2530665,-0.3725233
20.77999,0.7334189,-0.2530763,-0.3725531
20.79999,0.7326682,-0.2531026,-0.3725573
20.81999,0.7319142,-0.2531244,-0.3725833
20.83999,0.7311648,-0.2531338,-0.3726157
20.85999,0.7304215,-0.2531374,-0.3726413
20.87999,0.7296495,-0.2531256,-0.3725213
20.89999,0.7288714,-0.253142,-0.3725491
20.91999,0.7280925,-0.2531396,-0.3726046
20.93999,0.7273218,-0.2531239,-0.3726568
20.95999,0.7265711,-0.2531022,-0.3727023
20.97999,0.7258066,-0.2530941,-0.372716
20.99999,0.7250386,-0.253082,-0.3727607
21.01999,0.7242716,-0.2530564,-0.3728122
21.03999,0.7235111,-0.2530187,-0.372864
21.05999,0.7227655,-0.252973,-0.372914
21.07999,0.7220057,-0.2529351,-0.3729367
21.09999,0.7212957,-0.2528669,-0.3729329
21.11999,0.7204239,-0.2527013,-0.3733438
21.13999,0.7194094,-0.2525597,-0.3741559
21.15999,0.718287,-0.2525059,-0.3749069
21.17999,0.7171205,-0.2525609,-0.3756775
21.19999,0.7157856,-0.2527372,-0.376554
21.21999,0.7145847,-0.2530161,-0.3772716
21.23999,0.7136294,-0.2532585,-0.3778993
21.25999,0.7129433,-0.2534561,-0.3784139
21.27999,0.7123904,-0.253574,-0.3787299
21.29999,0.712123,-0.2535679,-0.3783762
21.31999,0.7118738,-0.2535933,-0.3783018
21.33999,0.711724,-0.2535233,-0.3780441
21.35999,0.7116555,-0.2529506,-0.3747526
21.37999,0.7111754,-0.2526176,-0.3722832
21.39999,0.7104741,-0.2524184,-0.3709596
21.41999,0.7106947,-0.2520002,-0.3701539
21.43999,0.7106175,-0.2520104,-0.3706545
21.45999,0.7110528,-0.2517206,-0.3694617
21.47999,0.710217,-0.2515246,-0.3691425
21.49999,0.709335,-0.2514297,-0.3694324
21.51999,0.70872,-0.2512982,-0.3696082
21.53999,0.7079936,-0.2511421,-0.3692313
21.55999,0.7071338,-0.2509941,-0.369312
21.57999,0.7064341,-0.2507145,-0.3690073
21.59999,0.7057288,-0.2504078,-0.3686483
21.61999,0.7048196,-0.250116,-0.3683943
21.63999,0.7037919,-0.2498162,-0.3682419
21.65999,0.7027996,-0.2494961,-0.3680705
21.67999,0.7018442,-0.2491804,-0.3679018
21.69999,0.700848,-0.248877,-0.367807
21.71999,0.6999227,-0.24856,-0.3676756
21.73999,0.6990166,-0.248266,-0.3675624
21.75999,0.698196,-0.2479825,-0.367433
21.77999,0.6973737,-0.2477401,-0.3673628
21.79999,0.6966377,-0.247471,-0.3672848
21.81999,0.695874,-0.2472344,-0.367253
21.83999,0.6953599,-0.2469718,-0.3670847
21.85999,0.6947252,-0.2467979,-0.3671631
21.87999,0.6944105,-0.2465365,-0.3668534
21.89999,0.6938713,-0.2463499,-0.3668609
21.91999,0.6934429,-0.2460849,-0.3666843
21.93999,0.6929431,-0.2458713,-0.3666536
21.95999,0.692528,-0.245631,-0.3665137
21.97999,0.6919913,-0.2454818,-0.3667121
21.99999,0.6914386,-0.2451855,-0.3665142
22.01999,0.6909943,-0.2449145,-0.3664237
22.03999,0.6902897,-0.2447473,-0.36675
22.05999,0.6898862,-0.2443925,-0.3663914
22.07999,0.689193,-0.2442375,-0.3667425
22.09999,0.6887866,-0.2438647,-0.3664224
22.11999,0.6880841,-0.2436745,-0.3667796
22.13999,0.6877404,-0.2432983,-0.3664647
22.15999,0.6870208,-0.2431282,-0.3668562
22.17999,0.6866844,-0.2427415,-0.36656
22.19999,0.6859838,-0.2425356,-0.3669216
22.21999,0.6856904,-0.242166,-0.3666759
22.23999,0.6849995,-0.2419791,-0.367029
22.25999,0.684776,-0.2416361,-0.3667313
22.27999,0.6840907,-0.2414747,-0.3670768
22.29999,0.6838613,-0.2411125,-0.3667998
22.31999,0.6832278,-0.2409003,-0.3671021
22.33999,0.6830138,-0.2405368,-0.3668613
22.35999,0.6824178,-0.2403292,-0.3671379
22.37999,0.6821781,-0.2399454,-0.3668981
22.39999,0.6816267,-0.2397017,-0.3671397
22.41999,0.6813979,-0.2393261,-0.3669106
22.43999,0.6808677,-0.2391003,-0.367129
22.45999,0.6806705,-0.2387311,-0.366829
22.47999,0.6801305,-0.2384775,-0.3670474
22.49999,0.6799019,-0.2380647,-0.3668147
22.51999,0.6795582,-0.2377318,-0.3667871
22.53999,0.6792608,-0.2373909,-0.3667017
22.55999,0.678894,-0.2370656,-0.3666164
22.57999,0.6785395,-0.2367106,-0.3665967
22.59999,0.6781593,-0.2363277,-0.3665528
22.61999,0.6778302,-0.2359585,-0.3665032
22.63999,0.6774743,-0.2355993,-0.3664079
