Time,TargetYaw,RealYaw,TargetHip,RealHip,TargetKnee,RealKnee
8.36325,-106.3243,-95.78081,-3.292452,-4.731172,108.6461,112.0445
8.379914,-106.7279,-96.34756,-3.132147,-4.363975,108.1596,112.1912
8.397319,-107.1124,-97.05952,-2.958995,-3.976428,107.6726,111.7744
8.412934,-107.4905,-97.66679,-2.766035,-3.272701,107.1679,111.6243
8.429811,-107.8094,-98.31919,-2.582757,-2.540518,106.7193,111.2113
8.447749,-107.8094,-98.31919,-2.582757,-2.540518,106.7193,111.2113
8.46288,-108.451,-99.02035,-2.141397,-1.803409,105.737,110.5806
8.480154,-108.7001,-99.77715,-1.936249,-0.9738793,105.3192,110.2394
8.498551,-108.9625,-100.566,-1.69277,-0.21389,104.85,110.0036
8.512869,-109.2162,-101.4564,-1.423094,0.3341341,104.3602,109.6211
8.529806,-109.3952,-102.2856,-1.206184,0.6676853,103.9867,109.0645
8.547566,-109.3952,-102.2856,-1.206184,0.6676853,103.9867,109.0645
8.562923,-109.7628,-103.0132,-0.6567364,0.9691641,103.112,108.5079
8.58063,-109.8956,-103.6224,-0.4035481,1.252194,102.7397,107.9214
8.596942,-110.0258,-104.1099,-0.1045702,1.464267,102.3224,107.2371
8.615381,-110.1243,-104.6239,0.1771341,1.472004,101.95,106.2188
8.629474,-110.2107,-105.1728,0.5023912,1.595353,101.5434,105.5155
8.646291,-110.2107,-105.1728,0.5023912,1.595353,101.5434,105.5155
8.663442,-110.2965,-105.6975,1.062477,1.755256,100.8972,104.682
8.679696,-110.3121,-106.1578,1.3806,1.954264,100.5586,103.8221
8.698011,-110.306,-106.5754,1.686521,2.136441,100.2512,102.9415
8.712738,-110.2745,-106.946,2.036001,2.261075,99.92089,101.9707
8.731531,-110.2304,-107.2837,2.320424,2.373379,99.66778,101.1093
8.746169,-110.2304,-107.2837,2.320424,2.373379,99.66778,101.1093
8.762688,-110.0677,-107.5829,2.976286,2.526448,99.13517,100.2328
8.781165,-109.9554,-107.8465,3.305057,2.708688,98.89369,99.36008
8.794697,-109.8045,-108.0708,3.676104,2.891833,98.64067,98.5447
8.813082,-109.6772,-108.2665,3.94984,2.992941,98.46681,97.83438
8.83115,-109.4813,-108.3791,4.324258,3.4753,98.24605,97.95695
8.851338,-109.2631,-108.5626,4.694741,3.991546,98.04633,97.15851
8.867086,-109.2631,-108.5626,4.694741,3.991546,98.04633,97.15851
8.876941,-108.7531,-108.6993,5.437982,4.105059,97.69929,96.37486
8.900875,-108.5955,-108.7816,5.643061,4.156441,97.61561,95.82629
8.919941,-108.181,-108.7301,6.143034,4.86024,97.4325,96.50602
8.92767,-108.181,-108.7301,6.143034,4.86024,97.4325,96.50602
8.941903,-107.6633,-108.7787,6.705347,5.674391,97.2606,95.72255
8.965931,-107.3653,-108.7791,7.004861,5.683812,97.18311,95.21557
8.981967,-106.8258,-108.6066,7.511381,6.322556,97.07333,96.02712
8.996456,-106.4403,-108.4119,7.849796,7.055458,97.01433,96.54058
9.01132,-106.0745,-108.0859,8.155628,7.60256,96.97054,97.52802
9.027258,-106.0745,-108.0859,8.155628,7.60256,96.97054,97.52802
9.044781,-105.2417,-107.4026,8.805296,8.19666,96.90619,99.8699
9.065315,-104.7345,-107.1763,9.174132,8.767129,96.88628,98.45924
9.078266,-104.1094,-106.9852,9.605193,8.909442,96.87755,97.88861
9.096778,-103.6982,-106.7515,9.876191,8.852428,96.87981,97.66607
9.114583,-103.0877,-106.4538,10.26207,8.768511,96.893,97.2879
9.130043,-102.4754,-106.1015,10.63122,8.774763,96.91625,96.86642
9.147643,-102.4754,-106.1015,10.63122,8.774763,96.91625,96.86642
9.1643,-101.2742,-105.6999,11.31009,8.972551,96.98518,96.39555
9.179934,-100.6377,-105.3015,11.64819,9.315726,97.03175,95.89114
9.199507,-100.0215,-104.8085,11.96266,9.796782,97.08219,95.47594
9.210486,-99.22485,-104.1624,12.35196,10.30028,97.15406,95.17288
9.22963,-98.76588,-103.6599,12.56794,11.21532,97.19841,96.07384
9.246259,-98.76588,-103.6599,12.56794,11.21532,97.19841,96.07384
9.263324,-97.21204,-103.0815,13.25789,12.2392,97.3616,96.73907
9.281208,-96.44019,-102.4821,13.57864,13.0413,97.44886,97.13097
9.296578,-95.61098,-101.8615,13.90817,13.60887,97.54635,97.36497
9.315779,-94.88224,-101.2296,14.18549,14.00915,97.63481,97.5135
9.3275,-94.88224,-101.2296,14.18549,14.00915,97.63481,97.5135
9.346129,-93.37347,-100.5236,14.72511,14.40919,97.8251,97.67056
9.362767,-92.43858,-99.79154,15.03722,14.77209,97.94721,97.81252
9.380069,-91.58831,-99.04689,15.3069,15.07937,98.06077,97.94212
9.397607,-90.68978,-98.28759,15.57766,15.35515,98.18317,98.06725
9.413146,-89.76517,-97.51373,15.84137,15.60652,98.31159,98.1944
9.432175,-88.93529,-96.73345,16.06545,15.83896,98.42894,98.3178
9.447723,-88.93529,-96.73345,16.06545,15.83896,98.42894,98.3178
9.463216,-87.05734,-95.86205,16.52944,16.1486,98.70171,98.50901
9.480926,-86.20406,-94.98376,16.72079,16.43439,98.82903,98.67893
9.496593,-85.22141,-94.09579,16.92625,16.68391,98.97842,98.83709
9.515786,-84.34678,-93.20841,17.09574,16.89106,99.114,98.9832
9.527031,-84.34678,-93.20841,17.09574,16.89106,99.114,98.9832
9.546386,-82.63785,-92.25259,17.39047,17.12586,99.38654,99.18521
9.562744,-81.54751,-91.27998,17.55321,17.3392,99.5662,99.38159
9.582049,-80.6257,-90.30989,17.67522,17.51115,99.72196,99.55826
9.598729,-79.53943,-89.33044,17.80046,17.65303,99.91046,99.73833
9.611865,-78.6039,-88.35412,17.89197,17.76514,100.0775,99.91186
9.627714,-78.6039,-88.35412,17.89197,17.76514,100.0775,99.91186
9.646002,-76.98928,-87.32523,18.01344,17.87313,100.377,100.1441
9.663498,-75.98056,-86.29388,18.06518,17.95614,100.5722,100.363
9.68252,-75.02478,-85.26871,18.09649,18.01015,100.7636,100.5679
9.696067,-73.99777,-84.24418,18.11027,18.03862,100.9768,100.7756
9.713059,-73.27514,-83.24532,18.10722,18.04556,101.1321,100.9581
9.731984,-72.38016,-82.2578,18.08833,18.03284,101.3308,101.1473
9.748824,-71.39994,-81.27248,18.04766,18.00014,101.5574,101.3558
9.762068,-71.39994,-81.27248,18.04766,18.00014,101.5574,101.3558
9.778666,-69.88166,-80.24234,17.94111,17.94266,101.9294,101.64
9.796594,-69.06696,-79.22588,17.86073,17.88199,102.1408,101.8928
9.813699,-68.20676,-78.22319,17.75708,17.80698,102.3741,102.1348
9.829908,-67.40628,-77.2384,17.64231,17.71317,102.6017,102.3695
9.84891,-66.66679,-76.27555,17.51963,17.60305,102.8217,102.5967
9.863155,-66.66679,-76.27555,17.51963,17.60305,102.8217,102.5967
9.879809,-65.21126,-75.27407,17.22739,17.42008,103.2866,102.9388
9.89806,-64.51448,-74.29456,17.06145,17.22667,103.5262,103.2364
9.911987,-63.77669,-73.33682,16.86544,17.02863,103.7941,103.5164
9.929367,-63.23219,-72.41518,16.70635,16.84366,104.0022,103.7606
9.948625,-62.57571,-71.51877,16.49684,16.65229,104.2663,104.0128
9.963547,-62.57571,-71.51877,16.49684,16.65229,104.2663,104.0128
9.979448,-61.36081,-70.59855,16.05174,16.36391,104.8,104.4022
9.996255,-60.83069,-69.70854,15.83094,16.07946,105.0547,104.7327
10.01304,-60.29498,-68.85033,15.58895,15.81107,105.3282,105.0318
10.03186,-59.78551,-68.0238,15.3391,15.55321,105.6058,105.3189
10.04598,-59.78551,-68.0238,15.3391,15.55321,105.6058,105.3189
10.06309,-58.86003,-67.1928,14.82729,15.2073,106.1633,105.7347
10.08193,-58.41881,-66.39536,14.55174,14.84593,106.4592,106.1077
10.0965,-57.96417,-65.62945,14.24161,14.49334,106.7901,106.4572
10.1129,-57.63514,-64.90263,13.99756,14.18997,107.0495,106.7633
10.13166,-57.28823,-64.21947,13.71889,13.81921,107.3451,107.7582
10.14627,-57.28823,-64.21947,13.71889,13.81921,107.3451,107.7582
10.16319,-56.65949,-63.54735,13.14165,13.2264,107.9577,109.0329
10.18056,-56.38025,-62.90915,12.8449,12.53696,108.2738,110.1269
10.19599,-56.12117,-62.29121,12.53819,11.90081,108.602,110.9461
10.21173,-55.91439,-61.6931,12.26435,11.4395,108.8967,111.4366
10.22944,-55.7263,-61.11828,11.98441,11.15457,109.1998,111.6123
10.24708,-55.7263,-61.11828,11.98441,11.15457,109.1998,111.6123
10.26291,-55.38737,-60.56731,11.35486,10.87787,109.89,111.6292
10.28149,-55.27303,-60.09231,11.07361,10.65137,110.2028,111.5277
10.2967,-55.16835,-59.6483,10.74467,10.49447,110.5725,111.3466
10.55815,-55.10635,-56.0484,10.4767,10.1827,110.8771,111.3368
10.57225,-57.37851,-56.13765,6.264657,8.591489,116.1195,113.5655
10.58452,-57.37851,-56.13765,6.264657,8.591489,116.1195,113.5655
10.59532,-57.95911,-56.28319,5.891175,7.213884,116.615,115.0874
10.61883,-58.21559,-56.44211,5.740733,6.56228,116.8142,115.89
10.63392,-58.81091,-56.64111,5.41817,6.165431,117.2391,116.498
10.65046,-59.21998,-56.86395,5.21431,5.821519,117.5051,116.9587
10.66442,-59.21998,-56.86395,5.21431,5.821519,117.5051,116.9587
10.68307,-60.11027,-57.14508,4.80917,5.415771,118.0247,117.442
10.6984,-60.696,-57.45439,4.565455,5.038455,118.3293,117.8433
10.71794,-61.2011,-57.79507,4.366848,4.656393,118.5718,118.2126
10.72921,-61.87512,-58.16377,4.115701,4.351408,118.8696,118.5409
10.74647,-61.87512,-58.16377,4.115701,4.351408,118.8696,118.5409
10.76395,-62.91882,-58.59126,3.752028,4.032784,119.2801,118.9064
10.78316,-63.59274,-59.0449,3.530238,3.752872,119.5163,119.2168
10.79918,-64.36285,-59.52733,3.286796,3.49817,119.7618,119.494
10.81338,-65.02789,-60.02753,3.083755,3.270913,119.9545,119.7305
10.82901,-65.63441,-60.53802,2.903479,3.068381,120.1159,119.9297
10.84794,-65.63441,-60.53802,2.903479,3.068381,120.1159,119.9297
10.86498,-67.17496,-61.13315,2.462352,2.771371,120.4695,120.1917
10.88182,-67.9665,-61.75115,2.243089,2.477357,120.6224,120.4072
10.90152,-68.76797,-62.38655,2.025083,2.210681,120.759,120.5836
10.91365,-69.72907,-63.0502,1.768022,1.956278,120.8997,120.74
10.93133,-70.3332,-63.71149,1.608462,1.741724,120.976,120.8589
10.94969,-71.2284,-64.39183,1.374439,1.524251,121.0724,120.9637
10.9661,-71.2284,-64.39183,1.374439,1.524251,121.0724,120.9637
10.98296,-73.03671,-65.1699,0.9087908,1.231978,121.2095,121.0862
10.99687,-73.93401,-65.96439,0.6805669,0.9487344,121.2501,121.1687
11.01342,-74.68298,-66.75607,0.491275,0.6893753,121.2705,121.2205
11.02859,-75.58335,-67.55392,0.265107,0.5059494,121.2792,121.226
11.04869,-76.41672,-68.35548,0.05703891,0.3425698,121.272,121.2164
11.06544,-76.41672,-68.35548,0.05703891,0.3425698,121.272,121.2164
11.08173,-78.4641,-69.25597,-0.4488459,0.06178739,121.1929,121.1583
11.09865,-79.37721,-70.16493,-0.6718242,-0.2191085,121.1297,121.0925
11.11529,-80.32852,-71.0796,-0.902145,-0.4878949,121.0455,121.0202
11.13471,-81.26649,-72.00012,-1.126995,-0.746123,120.944,120.9395
11.15186,-82.36075,-72.937,-1.386078,-1.013402,120.8023,120.8333
11.16509,-82.36075,-72.937,-1.386078,-1.013402,120.8023,120.8333
11.18139,-84.06759,-73.93723,-1.781908,-1.333002,120.53,120.6457
11.19885,-84.97922,-74.93658,-1.988357,-1.626462,120.3584,120.4655
11.21574,-85.94955,-75.93645,-2.203638,-1.894218,120.1552,120.2822
11.23153,-86.88143,-76.93383,-2.405429,-2.139971,119.9395,120.0903
11.24936,-87.74543,-77.92149,-2.587638,-2.365652,119.7211,119.8905
11.26493,-87.74543,-77.92149,-2.587638,-2.365652,119.7211,119.8905
11.28151,-89.54556,-78.97236,-2.949563,-2.637781,119.2066,119.5392
11.30265,-90.42271,-80.01368,-3.115857,-2.876413,118.9254,119.2109
11.31594,-91.52393,-81.05923,-3.313748,-3.089892,118.5427,118.8605
11.33168,-92.20502,-82.07747,-3.429383,-3.263998,118.2887,118.5582
11.34818,-92.20502,-82.07747,-3.429383,-3.263998,118.2887,118.5582
11.36531,-93.81922,-83.13869,-3.679833,-3.453779,117.6312,118.0901
11.38157,-94.65259,-84.18508,-3.794409,-3.615782,117.2593,117.6562
11.40315,-95.42786,-85.20993,-3.89079,-3.744859,116.8923,117.2587
11.41502,-96.43118,-86.232,-3.999288,-3.858994,116.3856,116.8155
11.43127,-96.97061,-87.21638,-4.049319,-3.949175,116.0976,116.4431
11.45099,-97.69324,-88.17751,-4.106351,-4.020259,115.6938,116.063
11.46551,-97.69324,-88.17751,-4.106351,-4.020259,115.6938,116.063
11.48135,-99.15653,-89.17564,-4.18248,-4.179183,114.8086,115.4514
11.49996,-99.80534,-90.1462,-4.197179,-4.251781,114.3849,114.902
11.51515,-100.5442,-91.09467,-4.197711,-4.301482,113.8771,114.3778
11.53382,-101.1282,-92.01435,-4.1847,-4.273789,113.4552,113.9031
11.54819,-101.1282,-92.01435,-4.1847,-4.273789,113.4552,113.9031
11.56508,-102.3384,-92.95285,-4.114854,-4.258753,112.5184,113.2239
11.58407,-102.9248,-93.86005,-4.057358,-4.213096,112.0312,112.6117
11.59528,-103.5578,-94.74402,-3.975334,-4.118031,111.478,112.0355
11.61475,-103.9183,-95.58325,-3.918411,-4.074597,111.1494,111.5841
11.63096,-104.5212,-96.39805,-3.804743,-3.985334,110.5759,111.0818
11.64868,-105.0002,-97.17527,-3.696082,-3.946138,110.0969,110.5749
11.66706,-105.0002,-97.17527,-3.696082,-3.946138,110.0969,110.5749
11.68169,-105.9927,-97.9736,-3.409835,-3.780991,109.0291,109.8204
11.69856,-106.3657,-98.72949,-3.276964,-3.656359,108.5974,109.1833
11.71482,-106.7748,-99.46336,-3.112162,-3.473592,108.1015,108.6408
11.73431,-107.1475,-100.1668,-2.942084,-3.213487,107.6269,108.1405
11.74859,-107.567,-100.8284,-2.7239,-3.125179,107.0623,107.5966
11.76348,-107.567,-100.8284,-2.7239,-3.125179,107.0623,107.5966
11.78185,-108.1386,-101.4838,-2.370018,-2.907063,106.2302,106.9208
11.79819,-108.4641,-102.1227,-2.131156,-2.602046,105.7157,106.3077
11.81536,-108.7313,-102.7219,-1.908939,-2.348435,105.2652,105.7626
11.83266,-108.9895,-103.314,-1.665753,-1.996375,104.7996,105.3155
11.84829,-108.9895,-103.314,-1.665753,-1.996375,104.7996,105.3155
11.86499,-109.4201,-103.8686,-1.174004,-1.65963,103.9328,104.5785
11.88158,-109.6059,-104.405,-0.9127079,-1.214627,103.5075,104.0104
11.89966,-109.7691,-104.9105,-0.6456544,-0.8345674,103.0953,103.5384
11.91447,-109.9225,-105.3845,-0.3466697,-0.5285227,102.6585,103.0949
11.93166,-110.0292,-105.8246,-0.09585146,-0.2867033,102.3106,102.7008
11.94967,-110.1317,-106.2327,0.2012618,-0.05907652,101.919,102.3121
11.96562,-110.1317,-106.2327,0.2012618,-0.05907652,101.919,102.3121
11.98202,-110.2668,-106.6138,0.8065087,0.2988063,101.1843,101.7591
11.99813,-110.3,-106.9577,1.106682,0.6817947,100.849,101.2989
12.01519,-110.3124,-107.0842,1.405998,0.1477638,100.5324,101.4899
12.03347,-110.3036,-107.0671,1.72742,-0.2728796,100.2114,101.8256
12.04876,-110.2692,-107.0348,2.076822,-0.1805188,99.88371,101.9427
12.0657,-110.2692,-107.0348,2.076822,-0.1805188,99.88371,101.9427
12.08168,-110.1454,-107.1087,2.703805,0.2910327,99.34802,101.7668
12.09831,-110.0541,-107.2287,3.019487,0.9194477,99.10249,101.3137
12.11643,-109.9381,-107.3478,3.350833,1.620008,98.86137,100.726
12.13153,-109.7872,-107.4973,3.715083,2.34488,98.61526,100.1018
12.14965,-109.642,-107.6873,4.020844,3.032549,98.42345,99.51176
12.16536,-109.642,-107.6873,4.020844,3.032549,98.42345,99.51176
12.18204,-109.2518,-107.833,4.712862,3.644492,98.03703,98.94199
12.19851,-109.0265,-107.9549,5.056963,4.185649,97.86847,98.42632
12.21679,-108.7828,-108.0561,5.398261,4.666533,97.71609,97.96734
12.23174,-108.4872,-108.1347,5.778873,5.094903,97.56297,97.57941
12.24807,-108.4872,-108.1347,5.778873,5.094903,97.56297,97.57941
12.26498,-107.9203,-108.1739,6.433639,5.528236,97.33928,97.17246
12.28187,-107.5817,-108.1892,6.788904,5.930327,97.23801,96.87457
12.29991,-107.2209,-108.105,7.144583,6.46492,97.15019,96.98086
12.31496,-106.8105,-107.8166,7.5251,7.003556,97.07072,97.60126
12.33374,-106.4486,-107.702,7.842645,7.440521,97.01546,97.32418
12.34858,-105.9718,-107.5863,8.239079,7.82405,96.96011,97.1337
12.36685,-105.9718,-107.5863,8.239079,7.82405,96.96011,97.1337
12.37914,-105.0632,-107.4156,8.937203,8.242993,96.89773,97.05473
12.3987,-104.7041,-107.2355,9.195703,8.571433,96.88548,96.90051
12.41489,-104.1078,-107.0382,9.606293,8.919496,96.87755,96.81726
12.43194,-103.5916,-106.8059,9.944922,9.287775,96.88131,96.81772
12.45047,-103.0259,-106.5218,10.30008,9.667155,96.89492,96.86387
12.46188,-103.0259,-106.5218,10.30008,9.667155,96.89492,96.86387
12.482,-101.9783,-106.164,10.91906,10.06878,96.94141,96.87816
12.49854,-101.2355,-105.759,11.33105,10.48027,96.98782,96.90266
12.51758,-100.6023,-105.3072,11.66657,10.87217,97.03451,96.91257
12.53175,-99.84828,-104.8392,12.04891,11.26286,97.09722,96.95464
12.54842,-99.84828,-104.8392,12.04891,11.26286,97.09722,96.95464
12.56512,-98.57094,-104.3228,12.65793,11.67572,97.21783,96.97129
12.58189,-97.85128,-103.7863,12.98146,12.09744,97.29226,97.03894
12.60016,-97.10911,-103.2279,13.30147,12.51599,97.37302,97.12658
12.61513,-96.27927,-102.6398,13.6438,12.92325,97.46748,97.23692
12.63343,-95.58325,-102.0067,13.91893,13.29617,97.54967,97.35085
12.64799,-95.58325,-102.0067,13.91893,13.29617,97.54967,97.35085
12.66701,-94.0069,-101.3245,14.50409,13.67007,97.74413,97.4367
12.67993,-93.06565,-100.6279,14.82971,14.04761,97.86497,97.57753
12.6985,-92.41474,-99.92829,15.04496,14.42467,97.95036,97.76019
12.71463,-91.46474,-99.19901,15.345,14.79168,98.07745,97.95823
12.73182,-90.62562,-98.42203,15.59644,15.12872,98.19201,98.16608
12.74971,-89.71832,-97.63552,15.85434,15.44543,98.31817,98.40541
12.76308,-89.71832,-97.63552,15.85434,15.44543,98.31817,98.40541
12.78168,-88.03842,-96.79394,16.29445,15.76,98.55795,98.61179
12.79815,-87.02302,-95.94007,16.53737,16.07376,98.70678,98.85981
12.81608,-86.11571,-95.07569,16.73992,16.38512,98.84235,99.12585
12.82986,-85.11994,-94.17661,16.94656,16.67393,98.99403,99.38434
12.84857,-84.35052,-93.28085,17.09504,16.94251,99.11341,99.67679
12.86504,-84.35052,-93.28085,17.09504,16.94251,99.11341,99.67679
12.88148,-82.37463,-92.31001,17.43158,17.20495,99.42948,99.92226
12.89936,-81.44807,-91.34509,17.56705,17.44737,99.58283,100.2014
12.91533,-80.44077,-90.36911,17.69796,17.68368,99.75366,100.49
12.93444,-79.54265,-89.38894,17.80011,17.89254,99.90989,100.7707
12.94868,-78.47062,-88.3899,17.90376,18.08032,100.1016,101.0633
12.96526,-78.47062,-88.3899,17.90376,18.08032,100.1016,101.0633
12.98165,-76.75635,-87.33698,18.02706,18.23562,100.4215,101.3329
12.99833,-75.85356,-86.29646,18.07034,18.3556,100.5973,101.612
13.01566,-74.94356,-85.26189,18.09834,18.45594,100.7802,101.8986
13.03191,-74.0081,-84.23052,18.11024,18.52501,100.9747,102.1754
13.05071,-73.14204,-83.24339,18.10549,18.56042,101.1612,102.4267
13.06465,-73.14204,-83.24339,18.10549,18.56042,101.1612,102.4267
13.08133,-71.43397,-82.19612,18.04944,18.56874,101.5494,102.6859
13.09843,-70.58527,-81.15933,17.99729,18.53074,101.7536,102.9335
13.11517,-69.73167,-80.13155,17.92756,18.46472,101.9676,103.1865
13.1316,-68.91315,-79.11504,17.84364,18.36887,102.1817,103.4308
13.14868,-68.12778,-78.1168,17.74656,18.2485,102.3961,103.6695
13.16741,-68.12778,-78.1168,17.74656,18.2485,102.3961,103.6695
13.17947,-66.47972,-77.09482,17.48594,18.10044,102.879,103.9189
13.19806,-65.94601,-76.08095,17.38368,17.88635,103.0463,104.1611
13.2151,-65.14449,-75.06908,17.21225,17.65583,103.309,104.4049
13.23149,-64.43396,-74.07114,17.04109,17.42035,103.5547,104.6384
13.2498,-63.77263,-73.09807,16.86431,17.18127,103.7956,104.8613
13.26463,-63.77263,-73.09807,16.86431,17.18127,103.7956,104.8613
13.28165,-62.5045,-72.13559,16.47287,16.92738,104.2959,105.0831
13.29826,-61.88947,-71.19707,16.25523,16.65717,104.5599,105.2956
13.31751,-61.31398,-70.28452,16.03294,16.36834,104.8219,105.5108
13.33158,-60.67743,-69.40134,15.76375,16.06145,105.1312,105.729
13.34852,-60.67743,-69.40134,15.76375,16.06145,105.1312,105.729
13.36518,-59.72221,-68.53196,15.30659,15.72207,105.6416,105.9639
13.38172,-59.24505,-67.69335,15.05019,15.36734,105.922,106.2038
13.40019,-58.79634,-66.8846,14.78891,14.99583,106.2047,106.4529
13.41501,-58.32528,-66.10625,14.49026,14.60848,106.525,106.7099
13.43375,-57.97005,-65.36412,14.24581,14.21757,106.7856,106.9655
13.44878,-57.54997,-64.65096,13.93132,13.82085,107.1198,107.226
13.46706,-57.54997,-64.65096,13.93132,13.82085,107.1198,107.226
13.48182,-56.88362,-63.94783,13.35996,13.40464,107.7258,107.5242
13.49837,-56.6213,-63.28509,13.1028,12.99306,107.999,107.8183
13.51653,-56.35129,-62.65328,12.81231,12.5956,108.3086,108.1123
13.53183,-56.08427,-62.05289,12.49147,12.1821,108.6522,108.4286
13.55015,-55.88297,-61.48564,12.21992,11.78919,108.9446,108.7476
13.56522,-55.88297,-61.48564,12.21992,11.78919,108.9446,108.7476
13.58142,-55.51891,-60.93811,11.62542,11.39325,109.5918,109.101
13.59799,-55.37946,-60.42879,11.33708,10.99994,109.9097,109.4632
13.6156,-55.26187,-59.9532,11.0427,10.6091,110.2374,109.8406
13.63312,-55.16465,-59.51684,10.73089,10.18656,110.5881,110.2455
13.64872,-55.09638,-59.12243,10.42247,9.669701,110.9391,110.6182
13.66756,-55.09638,-59.12243,10.42247,9.669701,110.9391,110.6182
13.67976,-55.04458,-58.77093,9.822448,9.042586,111.6343,110.9656
13.69813,-55.05243,-58.45027,9.612391,8.481346,111.8818,111.1587
13.71531,-55.09012,-58.14399,9.299002,8.013462,112.2552,111.2342
13.73034,-55.15352,-57.84044,9.009211,7.704256,112.605,111.3723
13.74943,-55.23132,-57.59349,8.758481,7.598523,112.9112,111.3061
13.76477,-55.23132,-57.59349,8.758481,7.598523,112.9112,111.3061
13.78189,-55.48812,-57.37347,8.195065,7.464975,113.6115,111.5749
13.79824,-55.6566,-57.21046,7.920841,7.653515,113.9582,112.6494
13.81645,-55.84283,-57.08652,7.662789,7.760302,114.2879,113.4593
13.83176,-56.07938,-56.99544,7.379917,7.686739,114.6529,114.0519
13.84817,-56.07938,-56.99544,7.379917,7.686739,114.6529,114.0519
13.86469,-56.56477,-56.95234,6.898689,7.411906,115.2814,114.6405
13.88184,-56.8546,-56.93996,6.653745,7.086513,115.6042,115.1115
13.90018,-57.18218,-56.95742,6.403616,6.759468,115.9352,115.5154
13.91513,-57.56285,-57.00686,6.140491,6.442041,116.2843,115.8941
13.93396,-57.89624,-57.07997,5.929294,6.159607,116.5645,116.2225
13.94825,-57.89624,-57.07997,5.929294,6.159607,116.5645,116.2225
13.9648,-58.70822,-57.21605,5.47146,5.818597,117.1692,116.6713
13.9823,-59.1521,-57.38242,5.247265,5.507686,117.4623,117.0565
13.99814,-59.64844,-57.57829,5.013441,5.233398,117.7645,117.3964
14.0163,-60.12199,-57.80001,4.804143,4.995164,118.0311,117.6978
14.03062,-60.69276,-58.05324,4.56676,4.771308,118.3277,117.9921
14.04855,-61.16366,-58.32848,4.381246,4.568846,118.5544,118.2557
14.06495,-61.16366,-58.32848,4.381246,4.568846,118.5544,118.2557
14.08153,-62.36674,-58.68073,3.940992,4.292113,119.0701,118.6245
14.09899,-62.98449,-59.06248,3.730007,4.024844,119.304,118.9418
14.11535,-63.66015,-59.4724,3.508525,3.770163,119.5388,119.222
14.13392,-64.31608,-59.90614,3.301317,3.531829,119.7476,119.4689
14.14784,-64.31608,-59.90614,3.301317,3.531829,119.7476,119.4689
14.16527,-65.68336,-60.41782,2.889115,3.233112,120.1283,119.7696
14.18267,-66.45041,-60.95882,2.667148,2.948875,120.3128,120.0245
14.19603,-67.2392,-61.5247,2.444388,2.68507,120.4826,120.2409
14.21498,-67.85909,-62.09987,2.272609,2.454912,120.6028,120.416
14.23152,-68.75978,-62.70443,2.027296,2.223935,120.7577,120.5816
14.24844,-68.75978,-62.70443,2.027296,2.223935,120.7577,120.5816
14.26529,-70.4062,-63.39504,1.589276,1.92076,120.9846,120.7668
14.28162,-71.26048,-64.10693,1.366106,1.641246,121.0755,120.9124
14.29993,-72.10303,-64.83267,1.148162,1.386637,121.1481,121.0206
14.31502,-73.063,-65.58105,0.9020699,1.146991,121.2109,121.1097
14.33523,-73.86608,-66.33762,0.6977858,0.9289432,121.2476,121.1773
14.34871,-74.95575,-67.12281,0.4226043,0.6947945,121.275,121.2255
14.36517,-74.95575,-67.12281,0.4226043,0.6947945,121.275,121.2255
14.38148,-76.5956,-67.97954,0.0125334,0.390844,121.2685,121.2418
14.39862,-77.49947,-68.84598,-0.2114695,0.1017732,121.241,121.2365
14.4174,-78.45555,-69.72237,-0.446749,-0.1646274,121.1934,121.2136
14.43131,-79.50871,-70.61534,-0.7037827,-0.4267806,121.1192,121.1683
14.44827,-79.50871,-70.61534,-0.7037827,-0.4267806,121.1192,121.1683
14.4654,-81.24622,-71.57675,-1.122166,-0.7483987,120.9464,121.0565
14.48178,-82.21142,-72.5434,-1.350957,-1.047486,120.8231,120.9343
14.49897,-83.13372,-73.50793,-1.566702,-1.311698,120.6868,120.8072
14.51518,-84.09819,-74.47311,-1.788902,-1.555829,120.5246,120.6651
14.53339,-85.0042,-75.43378,-1.993971,-1.783925,120.3535,120.5089
14.54834,-85.0042,-75.43378,-1.993971,-1.783925,120.3535,120.5089
14.56488,-86.84121,-76.46175,-2.39683,-2.068973,119.9493,120.2279
14.58179,-87.74625,-77.48474,-2.587808,-2.327617,119.7209,119.9619
14.60084,-88.66259,-78.49935,-2.775263,-2.552739,119.4692,119.7046
14.61481,-89.68266,-79.51409,-2.97603,-2.761576,119.164,119.426
14.63175,-90.42134,-80.50734,-3.115598,-2.942708,118.9259,119.1661
14.64868,-91.30498,-81.4904,-3.275438,-3.110884,118.6215,118.8874
14.6648,-91.30498,-81.4904,-3.275438,-3.110884,118.6215,118.8874
14.68193,-92.98934,-82.52598,-3.555475,-3.311471,117.9793,118.4322
14.69798,-93.83937,-83.55071,-3.682722,-3.487785,117.6224,118.0107
14.71612,-94.62081,-84.55637,-3.79025,-3.632949,117.2739,117.6275
14.73219,-95.48517,-85.55006,-3.897497,-3.758217,116.8643,117.2364
14.75039,-96.23419,-86.52412,-3.979528,-3.865417,116.488,116.8533
14.76547,-96.23419,-86.52412,-3.979528,-3.865417,116.488,116.8533
14.78116,-97.73107,-87.53658,-4.108994,-3.974453,115.6721,116.2677
14.79968,-98.41109,-88.52538,-4.150692,-4.058922,115.2713,115.7541
